Symbol,Company Name,Industry,Prior Close,5 Day Chg,4 Week Chg,52 Week Chg,Mkt Cap
AKAM,"Akamai Technologies, Inc.",Software & IT Services,93.68,-0.01%,11.00%,-18.00%,$14.891B
AKAN,Akanda Corp,Pharmaceuticals,1.03,24.21%,19.00%,0.00%,$29.770M
AKTX,Akari Therapeutics PLC (ADR),Biotechnology & Medical Research,1.50,26.19%,93.00%,-7.00%,$24.759M
AKBTY,Akbank T.A.S. (ADR),Banking Services,1.05,0.00%,11.00%,-20.00%,$2.730B
AKBA,Akebia Therapeutics Inc,Biotechnology & Medical Research,0.40,6.45%,-4.00%,-84.00%,$73.282M
KERN,Akerna Corp,Software & IT Services,0.16,8.82%,-12.00%,-95.00%,$5.594M
AKRO,Akero Therapeutics Inc,Biotechnology & Medical Research,12.65,18.04%,22.00%,-26.00%,$475.273M
AKUS,Akouos Inc,Biotechnology & Medical Research,2.83,-3.06%,-23.00%,-75.00%,$97.992M
AKTS,Akoustis Technologies Inc,Electronic Equipment & Parts,4.89,7.46%,43.00%,-46.00%,$273.659M
AKYA,Akoya Biosciences Inc,Healthcare Equipment & Supplies,15.28,8.24%,14.00%,-8.00%,$578.990M
,Akso Health Group - ADR,Software & IT Services,1.37,3.85%,32.00%,-19.00%,$93.979M
AKZOY,Akzo Nobel NV  (ADR),Chemicals,23.79,5.58%,14.00%,-42.00%,$18.144B
ALG,"Alamo Group, Inc.","Machinery, Equipment & Components",138.01,7.54%,18.00%,-10.00%,$1.651B
ALRM,AlarmCom Hldg Inc,Software & IT Services,75.32,5.23%,18.00%,-11.00%,$3.746B
ALK,"Alaska Air Group, Inc.",Passenger Transportation Services,46.23,0.67%,13.00%,-19.00%,$5.860B
APTL,Alaska Power & Telephone Co,Electrical Utilities & IPPs,94.00,0.00%,-6.00%,40.00%,$141.658M
TCRT,Alaunos Therapeutics Inc,Biotechnology & Medical Research,1.78,20.00%,33.00%,-1.00%,$384.393M
AIN,Albany International Corp.,"Machinery, Equipment & Components",93.94,3.53%,19.00%,23.00%,$2.922B
ALB,Albemarle Corporation,Chemicals,265.70,8.25%,29.00%,10.00%,$31.121B
ACI,Albertsons Companies Inc,Food & Drug Retailing ,28.91,7.39%,10.00%,-4.00%,$15.377B
ALBO,Albireo Pharma Inc,Biotechnology & Medical Research,22.69,17.29%,4.00%,-17.00%,$444.179M
AA,Alcoa Corp,Metals & Mining,53.27,9.20%,23.00%,17.00%,$9.585B
ALDX,Aldeyra Therapeutics Inc,Biotechnology & Medical Research,6.99,33.45%,46.00%,-19.00%,$407.678M
ALEC,Alector Inc,Biotechnology & Medical Research,12.66,15.76%,18.00%,-53.00%,$1.045B
ALR,Alerislife Inc,Healthcare Providers & Services,1.25,14.91%,16.00%,-69.00%,$39.688M
ALRS,Alerus Financial Corp,Banking Services,24.60,0.53%,10.00%,-17.00%,$491.680M
ALEX,Alexander & Baldwin Inc (Hawaii),Residential & Commercial REITs,19.79,1.45%,12.00%,-5.00%,$1.439B
ALX,"Alexander's, Inc.",Residential & Commercial REITs,258.98,-0.40%,8.00%,-6.00%,$1.323B
ARE,Alexandria Real Estate Equities Inc,Residential & Commercial REITs,166.97,4.51%,17.00%,-19.00%,$27.244B
AXU,Alexco Resource Corp. (USA),Metals & Mining,0.52,3.94%,27.00%,-72.00%,$40.081M
ALF^J10,Alfi Inc,Software & IT Services,1.44,4.35%,14.00%,-81.00%,$23.177M
ASTL,Algoma Steel Group Inc,Metals & Mining,9.33,5.28%,4.00%,0.00%,$1.046B
BABA,Alibaba Group Holding Ltd - ADR,Software & IT Services,94.87,-3.44%,-10.00%,-51.00%,$257.184B
ALCO,"Alico, Inc.",Food & Tobacco,33.88,-7.88%,-7.00%,-12.00%,$257.048M
ALIT,Alight Inc,Software & IT Services,8.49,1.82%,19.00%,-25.00%,$3.954B
ALGN,"Align Technology, Inc.",Healthcare Equipment & Supplies,287.38,0.56%,16.00%,-59.00%,$22.447B
ALHC,Alignment Healthcare Inc,Healthcare Providers & Services,16.10,1.66%,22.00%,-8.00%,$3.015B
ALGS,Aligos Therapeutics Inc,Biotechnology & Medical Research,1.40,0.00%,-13.00%,-92.00%,$59.933M
ALIM,Alimera Sciences Inc,Pharmaceuticals,6.77,-10.13%,35.00%,-19.00%,$47.356M
ALJJ,"ALJ Regional Holdings, Inc.",Professional & Commercial Services  ,2.01,-0.52%,-5.00%,48.00%,$85.242M
WTER,Alkaline Water Company Inc,Beverages,0.47,1.77%,-5.00%,-78.00%,$57.592M
ALKT,Alkami Technology Inc,Software & IT Services,15.88,5.87%,28.00%,-50.00%,$1.446B
ALKS,Alkermes Plc,Biotechnology & Medical Research,25.47,1.30%,-14.00%,-11.00%,$4.184B
ALLK,Allakos Inc,Biotechnology & Medical Research,3.60,7.58%,2.00%,-95.00%,$197.438M
ALLR,Allarity Therapeutics Inc,Biotechnology & Medical Research,1.15,-3.48%,-15.00%,0.00%,$10.675M
BIRD,Allbirds Inc,Textiles & Apparel,4.68,-3.90%,-4.00%,0.00%,$448.213M
Y,Alleghany Corporation,Insurance,837.10,-0.04%,0.00%,22.00%,$11.263B
ABTX,Allegiance Bancshares Inc,Banking Services,45.43,2.38%,18.00%,21.00%,$906.783M
ALGT,Allegiant Travel Company,Passenger Transportation Services,107.02,-8.90%,-6.00%,-45.00%,$1.946B
ALLE,Allegion PLC,Communications & Networking,102.83,-1.60%,5.00%,-26.00%,$9.032B
ALLG,Allego NV,"Machinery, Equipment & Components",4.72,46.12%,69.00%,0.00%,$1.261B
ALGM,Allegro MicroSystems Inc,Semiconductors & Semiconductor Equipment ,25.78,-2.09%,25.00%,-12.00%,$4.911B
ALNA,Allena Pharmaceuticals Inc,Biotechnology & Medical Research,0.13,12.39%,-26.00%,-87.00%,$13.746M
ALE,ALLETE Inc,Electrical Utilities & IPPs,61.53,-0.76%,6.00%,-12.00%,$3.512B
ARLP,"Alliance Resource Partners, L.P.",Coal,23.27,-4.05%,8.00%,169.00%,$2.960B
AWF,AllianceBernstein Global Hgh Incm Fd Inc,Collective Investments ,10.57,0.76%,8.00%,-16.00%,$911.441M
AB,Alliancebernstein Holding LP,Investment Banking & Investment Services,44.32,-2.50%,8.00%,-13.00%,$4.352B
AFB,AllianceBernstein Natnl Muncpl Incm Fnd.,Collective Investments ,12.37,0.49%,5.00%,-17.00%,$355.563M
LNT,Alliant Energy Corporation,Electrical Utilities & IPPs,61.64,1.09%,7.00%,2.00%,$15.104B
ALID,Allied Corp,Pharmaceuticals,0.51,-9.43%,-1.00%,-55.00%,$47.612M
AESE,Allied Esports Entertainment Inc,Software & IT Services,1.57,-1.89%,5.00%,-27.00%,$61.414M
AHPI,Allied Healthcare Products Inc,Healthcare Equipment & Supplies,2.13,20.97%,22.00%,-84.00%,$8.550M
AMOT,"Allied Motion Technologies, Inc.","Machinery, Equipment & Components",34.74,19.46%,40.00%,0.00%,$555.076M
ALOD,Allied Resources Inc,Oil & Gas,0.27,2.43%,0.00%,48.00%,$1.549M
ALSN,Allison Transmission Holdings Inc,"Machinery, Equipment & Components",38.80,-5.70%,3.00%,0.00%,$3.734B
ALLO,Allogene Therapeutics Inc,Biotechnology & Medical Research,16.57,18.94%,37.00%,-23.00%,$2.383B
ALLT,Allot Ltd,Hotels & Entertainment Services,5.34,3.19%,12.00%,-67.00%,$188.945M
ALVR,Allovir Inc,Biotechnology & Medical Research,6.66,48.19%,65.00%,-56.00%,$619.800M
MDRX,Allscripts Healthcare Solutions Inc,Healthcare Equipment & Supplies,17.11,11.53%,22.00%,3.00%,$1.896B
EOD,Allspring Global Dividend Opportunty Fnd,Collective Investments ,5.11,5.41%,13.00%,-15.00%,$220.972M
EAD,Allspring Income Opportunities Fund,Collective Investments ,7.33,1.66%,13.00%,-18.00%,$441.603M
ERC,Allspring Multi-Sector Income Fund,Collective Investments ,10.50,1.93%,13.00%,-20.00%,$294.966M
ERH,Allspring Utilities and High Income Fund,Collective Investments ,12.58,0.00%,6.00%,-13.00%,$116.818M
ALL,Allstate Corp,Insurance,126.94,7.59%,1.00%,-8.00%,$34.311B
ALLY,Ally Financial Inc,Banking Services,35.69,5.64%,1.00%,-36.00%,$11.530B
AAU,ALMADEN MINERALS LTD,Metals & Mining,0.24,-1.64%,14.00%,-42.00%,$33.084M
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology & Medical Research,229.39,9.43%,67.00%,15.00%,$27.533B
AOSL,Alpha and Omega Semiconductor Ltd,Semiconductors & Semiconductor Equipment ,40.81,-12.80%,11.00%,38.00%,$1.105B
APHE,Alpha Energy Inc,Oil & Gas,5.00,0.00%,0.00%,100.00%,$94.120M
ALPA,Alpha Healthcare Acquisition Corp III,Holding Companies,9.74,0.00%,0.00%,0.00%,$154.944M
AMR,Alpha Metallurgical Resources Inc,Metals & Mining,144.52,3.24%,6.00%,274.00%,$2.504B
ANAV,Alpha Network Alliance Ventures Inc,Holding Companies,0.04,0.00%,0.00%,-62.00%,$40.034M
APTM,Alpha Partners Technology Merger Corp,Holding Companies,9.74,-0.10%,0.00%,0.00%,$283.580M
APT,"Alpha Pro Tech, Ltd.",Healthcare Equipment & Supplies,4.52,-3.23%,0.00%,-48.00%,$58.620M
ALBKY,Alpha Services and Holdings SA (ADR),Banking Services,0.23,-7.18%,17.00%,-23.00%,$2.160B
ALSA,Alpha Star Acquisition Corp,Holding Companies,9.99,-0.10%,0.00%,0.00%,$146.903M
TKNO,Alpha Teknova Inc,Healthcare Equipment & Supplies,4.67,-26.62%,-25.00%,-70.00%,$130.956M
GOOGL,Alphabet Inc,Software & IT Services,118.84,1.37%,8.00%,-13.00%,$712.565B
ATEC,Alphatec Holdings Inc,Healthcare Equipment & Supplies,8.91,-3.54%,20.00%,-40.00%,$932.485M
ALPP,Alpine 4 Holdings Inc,Software & IT Services,0.90,9.74%,47.00%,0.00%,$146.761M
REVE,Alpine Acquisition Corp,Holding Companies,10.19,0.00%,0.00%,0.00%,$138.075M
ALPIB,Alpine Banks of Colorado,Banking Services,29.35,0.17%,-1.00%,-25.00%,$221.534M
ALPN,Alpine Immune Sciences Inc,Biotechnology & Medical Research,8.58,-0.11%,-1.00%,-5.00%,$260.214M
PINE,Alpine Income Property Trust Inc,Residential & Commercial REITs,18.53,0.44%,6.00%,-5.00%,$219.896M
ALRT,ALR Technologies Inc,Healthcare Equipment & Supplies,0.06,-5.84%,22.00%,-8.00%,$30.392M
ACAX,Alset Capital Acquisition Corp,Holding Companies,9.99,0.91%,1.00%,0.00%,$90.899M
AEI,Alset Ehome International Inc,Construction & Engineering,0.36,7.24%,25.00%,-82.00%,$40.193M
ALOR,ALSP Orchid Acquisition I Corp,Holding Companies,10.03,0.10%,0.00%,0.00%,$182.195M
ALTG,Alta Equipment Group Inc,"Machinery, Equipment & Components",13.13,16.70%,32.00%,3.00%,$420.020M
ALTR,Altair Engineering Inc,Software & IT Services,55.32,-5.93%,15.00%,-22.00%,$2.888B
ATAO,Altair International Corp,Metals & Mining,0.03,85.71%,100.00%,-57.00%,$20.204M
CYTO,Altamira Therapeutics Ltd,Biotechnology & Medical Research,0.46,11.27%,-6.00%,-85.00%,$5.256M
ALCC,ALTC Acquisition Corp,Holding Companies,9.72,0.10%,0.00%,-1.00%,$500.094M
AEAE,Altenergy Acquisition Corp,Holding Companies,10.00,-0.20%,0.00%,0.00%,$230.000M
ABTI,Alterola Biotech Inc,Biotechnology & Medical Research,0.07,11.86%,10.00%,-96.00%,$53.265M
AYX,Alteryx Inc,Software & IT Services,66.58,12.69%,41.00%,-2.00%,$4.046B
ALTX,"Altex Industries, Inc.","Machinery, Equipment & Components",0.09,0.00%,-1.00%,-16.00%,$1.110M
ATUS,Altice USA Inc,Telecommunications Services,11.49,13.24%,30.00%,-61.00%,$5.224B
ATGN,"AltiGen Communications, Inc.","Computers, Phones & Household Electronics",1.13,2.78%,-8.00%,-44.00%,$18.907M
ATAQ,Altimar Acquisition Corp III,Holding Companies,9.87,0.10%,1.00%,1.00%,$153.232M
AGCB,Altimeter Growth 2 Corp,Holding Companies,9.89,0.00%,0.00%,-25.00%,$455.929M
ALT,Altimmune Inc,Biotechnology & Medical Research,13.77,11.73%,14.00%,9.00%,$595.126M
AAMC,Altisource Asset Management Corp,Real Estate Operations,19.47,31.11%,128.00%,65.00%,$40.128M
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Operations,11.38,-6.52%,-3.00%,23.00%,$183.355M
ALTU,Altitude Acquisition Corp,Holding Companies,9.95,-0.10%,0.00%,1.00%,$298.500M
ALTD,Altitude International Holdings Inc,Leisure Products,0.03,-2.06%,-17.00%,-92.00%,$13.046M
ALTO,Alto Ingredients Inc,Renewable Energy,4.90,11.51%,32.00%,-5.00%,$363.487M
AIMC,Altra Industrial Motion Corp,"Machinery, Equipment & Components",43.44,5.56%,24.00%,-30.00%,$2.826B
MO,Altria Group Inc,Food & Tobacco,45.13,1.15%,7.00%,-8.00%,$81.271B
,Altus Power Inc,Electrical Utilities & IPPs,8.91,13.52%,44.00%,-6.00%,$1.369B
AWCMY,Alumina Limited (ADR),Metals & Mining,4.41,3.17%,17.00%,-11.00%,$1.226B
ACH,Aluminum Corporation of China Ltd (ADR),Metals & Mining,9.23,2.81%,3.00%,-43.00%,$1.456B
ALVO,Alvotech SA,Biotechnology & Medical Research,7.63,4.91%,16.00%,0.00%,$1.726B
ALXO,ALX Oncology Holdings Inc,Biotechnology & Medical Research,12.98,25.52%,22.00%,-81.00%,$528.896M
ALZN,Alzamend Neuro Inc,Biotechnology & Medical Research,1.01,11.48%,9.00%,-73.00%,$96.437M
AMAL,Amalgamated Bank,Banking Services,23.90,0.34%,20.00%,49.00%,$14.908B
AMSU,Amanasu Environment Corporation,Professional & Commercial Services  ,0.03,-85.57%,1.00%,-73.00%,$1.464M
AMRN,Amarin Corporation plc (ADR),Biotechnology & Medical Research,1.61,20.47%,8.00%,-73.00%,$648.864M
AMZN,"Amazon.com, Inc.",Diversified Retail,140.64,2.27%,29.00%,-14.00%,$1.433T
AMFC,AMB Financial Corp.,Banking Services,23.25,5.44%,0.00%,7.00%,$22.832M
AMBC,"Ambac Financial Group, Inc.",Insurance,14.58,22.19%,22.00%,0.00%,$655.561M
AMBA,Ambarella Inc,Semiconductors & Semiconductor Equipment ,88.61,-1.54%,37.00%,-11.00%,$3.378B
ABCP,AmBase Corporation,Real Estate Operations,0.08,14.22%,2.00%,-48.00%,$3.096M
ABEV,Ambev SA (ADR),Beverages,2.90,8.46%,11.00%,-5.00%,$45.560B
AMBO,Ambow Education Holding Ltd (ADR),"School, College & University",0.41,0.58%,-6.00%,-74.00%,$17.336M
AMAM,Ambrx Biopharma Inc - ADR,Biotechnology & Medical Research,2.33,-7.02%,-17.00%,-87.00%,$629.380M
AMC,AMC Entertainment Holdings Inc,Hotels & Entertainment Services,25.46,29.98%,54.00%,-29.00%,$13.158B
AMCX,AMC Networks Inc,Media & Publishing,30.47,-8.07%,4.00%,-43.00%,$957.794M
AMCI,AMCI Acquisition Corp II,Holding Companies,9.84,0.87%,0.00%,0.00%,$147.600M
DIT,AMCON Distributing Co,Food & Tobacco,218.85,-6.02%,38.00%,39.00%,$128.027M
AMCR,Amcor PLC,Containers & Packaging,12.63,-0.08%,2.00%,5.00%,$18.980B
DOX,Amdocs Limited,Software & IT Services,87.59,2.86%,8.00%,15.00%,$10.937B
AMED,Amedisys Inc,Healthcare Providers & Services,122.45,-2.23%,1.00%,-33.00%,$3.973B
AMEN,"AMEN Properties, Inc",Oil & Gas,555.00,5.71%,19.00%,48.00%,$21.090M
AMMX,AmeraMex International Inc,"Machinery, Equipment & Components",0.50,-3.77%,26.00%,-5.00%,$7.315M
,Amerant Bancorp Inc,Banking Services,28.71,6.89%,2.00%,16.00%,$969.738M
UHAL,AMERCO,Freight & Logistics Services,563.10,6.26%,20.00%,-14.00%,$11.041B
AEE,Ameren Corp,Multiline Utilities,94.03,1.79%,7.00%,6.00%,$23.153B
AMRC,Ameresco Inc,Renewable Energy,69.72,10.44%,62.00%,4.00%,$2.359B
AMHG,Amergent Hospitality Group Inc,Hotels & Entertainment Services,0.20,-32.57%,-26.00%,-60.00%,$3.118M
ATAX,America First Multifamily Investors LP,Banking Services,19.67,0.97%,7.00%,0.00%,$398.868M
AAGH,America Great Health,Food & Tobacco,0.01,3.08%,-27.00%,-91.00%,$253.072M
AMX,America Movil SAB de CV (ADR),Telecommunications Services,19.22,4.09%,1.00%,9.00%,$41.067B
CRMT,"America's Car-Mart, Inc.",Other Specialty Retailers,116.63,11.42%,32.00%,-30.00%,$742.816M
AMAO,American Acquisition Opportunity Inc,Holding Companies,10.08,-0.30%,0.00%,2.00%,$45.743M
AAL,American Airlines Group Inc,Passenger Transportation Services,14.99,3.01%,6.00%,-26.00%,$9.741B
AAT,"American Assets Trust, Inc",Residential & Commercial REITs,30.18,3.02%,2.00%,-22.00%,$1.827B
AXL,"American Axle & Manufact. Holdings, Inc.",Automobiles & Auto Parts,10.72,19.75%,31.00%,11.00%,$1.228B
AMBK,American Bank Inc. (PA),Banking Services,17.00,-2.86%,-1.00%,14.00%,$102.068M
ABML,American Battery Technology Co,Chemicals,0.83,9.09%,28.00%,-47.00%,$533.060M
ABLT,American Biltrite Inc.,Containers & Packaging,150.00,0.00%,0.00%,-23.00%,$5.100M
AMBZ,American Business Bank,Banking Services,41.00,0.00%,3.00%,11.00%,$360.759M
AMMJ,American Cannabis Company Inc,Professional & Commercial Services  ,0.05,-1.60%,-3.00%,-64.00%,$4.546M
ACMC,American Church Mortgage Company,Residential & Commercial REITs,2.90,-1.84%,-2.00%,104.00%,$4.863M
ACRG,American Clean Resources Group Inc,Metals & Mining,4.20,5.00%,-40.00%,108.00%,$11.235M
CRYO,American Cryostem Corp,Biotechnology & Medical Research,0.27,-0.50%,24.00%,15.00%,$11.797M
AEO,American Eagle Outfitters Inc,Other Specialty Retailers,12.46,-2.84%,2.00%,-64.00%,$2.111B
AEP,American Electric Power Company Inc,Electrical Utilities & IPPs,101.20,1.76%,7.00%,14.00%,$51.990B
AEL,American Equity Investment Life Holding,Insurance,42.64,13.20%,22.00%,27.00%,$3.737B
AXP,American Express Company,Banking Services,162.99,4.51%,14.00%,-2.00%,$122.201B
AMFL,American Films Inc,Media & Publishing,1.02,3.96%,0.00%,75.00%,$12.246M
AFG,American Financial Group Inc,Insurance,132.79,0.36%,-3.00%,-4.00%,$11.309B
AGIN,American Graphite Technologies Inc,Metals & Mining,0.02,-16.67%,3.00%,-40.00%,$1.442M
AMH,American Homes 4 Rent,Residential & Commercial REITs,37.80,2.16%,5.00%,-8.00%,$13.144B
AIG,American International Group Inc,Insurance,56.33,6.48%,10.00%,1.00%,$42.834B
AIVN,"American International Ventures, Inc.",Metals & Mining,0.01,0.00%,0.00%,-43.00%,$3.436M
AMLM,American Lithium Minerals Inc,Metals & Mining,0.15,9.90%,10.00%,-36.00%,$8.807M
AMRR,American Metals Recovery and Recyclg Inc,Holding Companies,2.40,-6.03%,33.00%,517.00%,$26.594M
AMNB,American National BankShares Inc,Banking Services,35.00,-1.73%,2.00%,4.00%,$373.240M
IFNY,American Noble Gas Inc,Oil & Gas,0.32,-9.42%,2.00%,6.00%,$6.170M
AOUT,American Outdoor Brands Inc,Leisure Products,8.81,16.42%,-10.00%,-70.00%,$118.521M
AOREF,American Overseas Group Ltd,Insurance,195.00,0.00%,-7.00%,-35.00%,$5.265M
APGI,American Power Group Corp,Homebuilding & Construction Supplies,0.03,6.38%,0.00%,67.00%,$1.997M
APEI,"American Public Education, Inc.",Miscellaneous Educational Service Providers,12.43,-22.26%,-18.00%,-55.00%,$234.654M
ARL,"American Realty Investors, Inc.",Real Estate Operations,14.44,3.49%,8.00%,20.00%,$233.235M
AREB,American Rebel Holdings Inc,Aerospace & Defense,0.71,-26.74%,-18.00%,0.00%,$3.359M
AREC,American Resources Corp,"Machinery, Equipment & Components",2.56,12.55%,77.00%,31.00%,$169.480M
AMS,American Shared Hospital Services,Professional & Commercial Services  ,2.50,0.00%,7.00%,-7.00%,$15.198M
AMNP,American Sierra Gold Corp.,Metals & Mining,0.02,17.65%,-23.00%,-50.00%,$1.025M
AMSWA,"American Software, Inc.",Software & IT Services,18.41,1.19%,19.00%,-16.00%,$584.260M
AWR,American States Water Co,Water Utilities,87.19,-1.98%,6.00%,-1.00%,$3.222B
AMSC,American Superconductor Corporation,"Machinery, Equipment & Components",5.66,-13.64%,12.00%,-60.00%,$161.684M
AMT,American Tower Corp,Residential & Commercial REITs,273.95,3.33%,8.00%,-2.00%,$127.548B
AVD,American Vanguard Corp.,Chemicals,20.10,-14.89%,-8.00%,31.00%,$620.487M
AVCT,American Virtual Cloud Technologies Inc,Software & IT Services,0.18,2.29%,-32.00%,-96.00%,$17.373M
AWK,American Water Works Company Inc,Water Utilities,155.20,-0.56%,6.00%,-12.00%,$28.213B
AMWL,American Well Corp,Healthcare Providers & Services,5.01,11.82%,13.00%,-54.00%,$1.206B
AMWD,American Woodmark Corporation,Homebuilding & Construction Supplies,51.86,-1.01%,9.00%,-36.00%,$860.565M
ACAN,Americann Inc,Healthcare Providers & Services,0.36,-2.86%,-24.00%,-65.00%,$8.887M
ATA,Americas Technology Acquisition Corp,Holding Companies,10.36,-0.19%,0.00%,4.00%,$150.220M
COLD,Americold Realty Trust Inc,Residential & Commercial REITs,32.14,-0.46%,3.00%,-13.00%,$8.657B
ACRU,AmeriCrew Inc,Holding Companies,1.20,0.84%,1.00%,-77.00%,$18.917M
AGSS,AmeriGuard Security Services Inc,Holding Companies,1.98,-31.65%,12.00%,76.00%,$6.766M
AMP,"Ameriprise Financial, Inc.",Investment Banking & Investment Services,283.32,4.01%,22.00%,3.00%,$31.138B
ABCB,Ameris Bancorp,Banking Services,48.93,1.69%,24.00%,-6.00%,$3.394B
AMSF,"Amerisafe, Inc.",Insurance,48.38,4.65%,3.00%,-17.00%,$936.830M
ASRV,"AmeriServ Financial, Inc.",Banking Services,4.03,0.00%,2.00%,1.00%,$68.949M
ABC,AmerisourceBergen Corp.,Healthcare Equipment & Supplies,147.76,4.73%,2.00%,22.00%,$30.624B
ATCC,Ameritrust Corp,Real Estate Operations,0.01,369.23%,-7.00%,-99.00%,$44.161M
AMTY,Amerityre Corp,Automobiles & Auto Parts,0.05,4.65%,-3.00%,-34.00%,$3.360M
ATLO,Ames National Corporation,Banking Services,22.16,0.23%,0.00%,-8.00%,$199.263M
AMST,Amesite Inc,Software & IT Services,0.55,37.11%,23.00%,-73.00%,$14.159M
AME,"AMETEK, Inc.","Machinery, Equipment & Components",127.18,0.65%,14.00%,-7.00%,$29.198B
FUNN,Amfil Technologies Inc,Hotels & Entertainment Services,0.01,8.28%,0.00%,-47.00%,$6.612M
AMGN,"Amgen, Inc.",Pharmaceuticals,248.35,2.00%,3.00%,10.00%,$132.850B
FOLD,"Amicus Therapeutics, Inc.",Biotechnology & Medical Research,12.06,22.76%,16.00%,20.00%,$3.383B
AMKR,"Amkor Technology, Inc.",Semiconductors & Semiconductor Equipment ,21.92,-4.23%,28.00%,-17.00%,$5.367B
POWW,Ammo Inc,Aerospace & Defense,5.91,7.69%,34.00%,-20.00%,$689.035M
AMN,"AMN Healthcare Services, Inc.",Healthcare Providers & Services,113.36,0.63%,-1.00%,10.00%,$4.905B
AMRX,Amneal Pharmaceuticals Inc,Pharmaceuticals,2.92,-13.26%,0.00%,-39.00%,$442.114M
AP,Ampco-Pittsburgh Corp,Metals & Mining,4.38,-1.11%,7.00%,-8.00%,$84.990M
AMPH,Amphastar Pharmaceuticals Inc,Pharmaceuticals,31.32,-14.03%,-10.00%,64.00%,$1.535B
APH,Amphenol Corporation,Electronic Equipment & Parts,77.89,1.46%,18.00%,6.00%,$46.331B
AMPE,Ampio Pharmaceuticals Inc,Biotechnology & Medical Research,0.10,-3.58%,-40.00%,-93.00%,$23.534M
AMPY,Amplify Energy Corp,Oil & Gas,7.12,1.46%,4.00%,65.00%,$273.700M
AMPG,Amplitech Group Inc,Communications & Networking,2.50,6.96%,-2.00%,-37.00%,$23.955M
AMPL,Amplitude Inc,Software & IT Services,18.03,15.94%,32.00%,0.00%,$1.194B
AXR,AMREP Corporation,Construction & Engineering,16.00,5.97%,45.00%,25.00%,$84.081M
AMYT,Amryt Pharma PLC - ADR,Pharmaceuticals,7.84,5.95%,3.00%,-27.00%,$71.681M
HKD,AMTD Digital Inc - ADR,Software & IT Services,214.00,-80.22%,"1,242.00%",0.00%,$1.791B
AMTD,AMTD IDEA Group - ADR,Investment Banking & Investment Services,2.31,-61.60%,114.00%,-58.00%,$332.818M
ASYS,"Amtech Systems, Inc.",Semiconductors & Semiconductor Equipment ,8.65,5.45%,26.00%,-13.00%,$120.140M
AMLX,Amylyx Pharmaceuticals Inc,Biotechnology & Medical Research,26.00,3.51%,31.00%,0.00%,$1.522B
AMRS,Amyris Inc,Chemicals,3.15,80.56%,69.00%,-76.00%,$1.012B
ANTX,AN2 Therapeutics Inc,Biotechnology & Medical Research,11.77,34.06%,43.00%,0.00%,$228.373M
ALNPY,ANA Holdings Inc - ADR,Passenger Transportation Services,3.78,0.00%,9.00%,-20.00%,$9.153B
ANMP,Anacomp Inc,Software & IT Services,0.35,0.00%,0.00%,37.00%,$1.296M
ADI,"Analog Devices, Inc.",Semiconductors & Semiconductor Equipment ,174.55,-0.73%,14.00%,4.00%,$90.732B
ANAB,AnaptysBio Inc,Biotechnology & Medical Research,25.00,13.61%,19.00%,0.00%,$705.975M
AVXL,Anavex Life Sciences Corp,Biotechnology & Medical Research,10.99,10.83%,-9.00%,-39.00%,$856.594M
ANDE,Andersons Inc,Food & Tobacco,38.56,-7.77%,27.00%,29.00%,$1.306B
ANDR,Andrea Electronics Corporation,"Computers, Phones & Household Electronics",0.03,-0.32%,44.00%,-14.00%,$1.839M
